respondent_id,age,gender,region,monthly_income_band,household_size,primary_shopping_channel,most_purchased_category,monthly_fmcg_spend_idr,purchase_frequency_per_month,brand_switching_frequency,promotion_response,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,quality_orientation_1,quality_orientation_2,quality_orientation_3,health_orientation_1,health_orientation_2,health_orientation_3,sustainability_orientation_1,sustainability_orientation_2,sustainability_orientation_3,digital_influence_1,digital_influence_2,digital_influence_3,convenience_orientation_1,convenience_orientation_2,convenience_orientation_3,brand_trust_1,brand_trust_2,brand_trust_3,new_product_intention_1,new_product_intention_2,new_product_intention_3
R0540,20,Woman,Java,IDR 5–10M,2,Minimarket,Home care,690000,7,Often,4.0,4,4,5,3,3,3,3,3,3,3,3,3.0,4,4,4,3,3,4,4,3,3,2,3,3
R0541,18,Man,Java,IDR 5–10M,1,E-commerce,Personal care,880000,7,Sometimes,4.0,3,4,4,4,3,4,4,4,4,4,4,3.0,5,5,5,4,4,4,3,2,2,4,5,5
R0542,41,Woman,Sulawesi,IDR 5–10M,4,Supermarket,Personal care,1230000,10,Sometimes,3.0,3,3,3,5,4,5,5,4,4,4,4,4.0,4,3,4,3,2,3,4,4,4,4,3,3
R0543,37,Man,Kalimantan,IDR 10–20M,2,Minimarket,Home care,850000,11,Often,5.0,4,4,3,4,4,4,3,4,3,3,4,3.0,3,3,3,3,3,3,3,3,4,2,4,3
R0544,34,Woman,Java,IDR 5–10M,7,Supermarket,Food & beverages,630000,7,Sometimes,4.0,5,4,4,3,4,3,3,3,2,3,3,3.0,3,4,4,3,2,3,3,3,2,3,2,3
R0545,23,Man,Java,IDR 5–10M,1,Minimarket,Food & beverages,650000,8,Rarely,2.0,4,3,4,4,4,4,3,3,3,3,4,3.0,2,3,2,3,4,4,4,4,5,3,3,4
R0546,18,Woman,Java,IDR 10–20M,4,E-commerce,Food & beverages,1240000,8,Sometimes,5.0,2,2,3,3,3,3,4,3,3,4,4,4.0,4,4,4,5,5,4,4,4,3,5,5,5
R0547,26,Woman,Java,IDR 5–10M,3,Traditional market,Personal care,850000,9,Often,3.0,5,5,4,4,3,4,3,3,3,3,2,3.0,5,5,5,4,4,4,2,2,3,4,3,4
R0548,24,Woman,Sulawesi,IDR 5–10M,1,Supermarket,Personal care,780000,9,Often,4.0,4,4,3,3,4,4,3,3,2,4,4,4.0,3,4,4,4,4,4,3,2,3,4,5,5
R0549,28,Man,Java,IDR 10–20M,2,Traditional market,Personal care,970000,9,Rarely,3.0,4,4,4,2,3,2,3,3,2,3,2,3.0,4,4,3,3,4,3,5,5,5,3,3,3
R0550,36,Woman,Java,IDR 10–20M,1,Traditional market,Home care,680000,4,Sometimes,4.0,4,4,4,2,3,3,3,3,3,4,3,3.0,4,4,3,3,3,4,4,4,4,4,3,3
R0551,36,Woman,Java,IDR 10–20M,3,E-commerce,Food & beverages,890000,5,Often,3.0,4,4,3,3,3,3,3,4,3,3,4,3.0,4,4,4,4,4,4,4,3,3,5,5,4
R0552,23,Woman,Java,IDR 10–20M,5,E-commerce,Personal care,880000,10,Sometimes,3.0,3,2,3,3,4,4,4,4,4,4,4,4.0,5,5,4,4,5,5,2,3,3,4,5,4
R0553,29,Woman,Sulawesi,> IDR 20M,3,E-commerce,Home care,1240000,4,Often,3.0,4,3,4,4,3,4,4,4,4,4,4,4.0,3,4,5,3,4,4,3,3,4,4,4,4
R0554,29,Woman,Sumatra,IDR 5–10M,4,Minimarket,Food & beverages,610000,6,Often,3.0,3,4,4,4,3,4,3,4,4,2,2,3.0,2,3,3,3,3,3,4,4,4,3,3,3
R0555,38,Man,Java,> IDR 20M,4,E-commerce,Personal care,2210000,10,Often,3.0,2,2,2,4,4,4,4,4,5,3,4,4.0,2,3,3,4,3,4,5,4,3,3,3,4
R0556,24,Man,Java,IDR 5–10M,2,Traditional market,Home care,860000,8,Often,4.0,2,3,3,4,4,3,3,3,3,4,3,3.0,5,5,5,3,3,4,2,3,3,3,4,4
R0557,27,Man,Java,IDR 5–10M,4,Minimarket,Food & beverages,990000,11,Never,3.0,3,2,2,4,4,4,5,5,5,4,3,4.0,3,3,3,3,3,3,4,4,4,4,4,4
R0558,25,Woman,Sumatra,IDR 10–20M,3,Supermarket,Food & beverages,1160000,10,Rarely,4.0,5,4,5,3,3,3,4,4,4,4,3,4.0,4,3,4,3,4,4,2,2,2,3,3,3
R0559,35,Woman,Java,> IDR 20M,7,Supermarket,Personal care,1990000,10,Sometimes,3.0,2,3,2,3,4,4,3,4,3,3,4,4.0,3,3,2,4,3,3,3,3,4,3,3,3
R0560,23,Man,Sulawesi,> IDR 20M,1,E-commerce,Food & beverages,1300000,7,Often,2.0,3,3,3,3,4,3,3,3,4,3,3,2.0,4,4,4,4,4,4,5,4,4,5,4,5
R0561,24,Man,Sumatra,> IDR 20M,2,Minimarket,Food & beverages,1640000,15,Never,4.0,3,4,2,4,4,4,3,3,3,3,2,3.0,3,3,2,4,4,4,4,4,3,4,4,4
R0562,48,Man,Java,< IDR 5M,1,Traditional market,Home care,950000,6,Never,3.0,4,4,3,4,4,4,3,3,3,4,3,3.0,3,3,3,5,5,5,5,4,4,2,3,4
R0563,29,Woman,Java,IDR 10–20M,1,Traditional market,Home care,910000,7,Never,4.0,4,5,5,2,3,2,2,3,3,3,2,3.0,3,3,3,3,3,3,4,5,4,3,4,3
R0564,18,Woman,Sulawesi,IDR 5–10M,3,Supermarket,Food & beverages,610000,7,Often,4.0,3,3,3,4,4,3,4,4,4,4,4,3.0,5,4,5,4,4,4,4,4,3,4,4,4
R0565,33,Man,Java,IDR 10–20M,4,E-commerce,Food & beverages,790000,8,Often,4.0,5,4,5,4,4,3,3,3,3,3,4,3.0,3,4,4,3,3,3,3,3,3,3,3,4
R0566,31,Woman,Java,< IDR 5M,2,Traditional market,Home care,690000,6,Rarely,5.0,3,3,3,4,4,4,5,4,5,4,3,3.0,2,2,3,3,3,4,3,4,4,3,3,3
R0567,27,Man,Java,IDR 5–10M,2,Supermarket,Food & beverages,590000,9,Sometimes,5.0,4,4,4,4,3,4,2,3,3,3,2,2.0,4,3,3,4,3,4,3,3,4,2,3,3
R0568,39,Woman,Sulawesi,< IDR 5M,3,Traditional market,Home care,690000,9,Never,2.0,2,3,4,3,4,3,4,4,3,3,3,3.0,4,3,4,5,5,5,5,5,5,3,3,3
R0569,46,Woman,Sulawesi,IDR 10–20M,3,Minimarket,Home care,770000,10,Rarely,4.0,3,3,3,3,4,4,4,3,4,3,3,3.0,2,3,3,3,4,4,3,4,4,3,4,4
R0570,40,Man,Sumatra,IDR 10–20M,4,Minimarket,Home care,1190000,13,Rarely,4.0,3,2,3,4,3,4,3,4,4,3,4,2.0,3,3,3,5,4,4,5,5,5,3,3,2
R0571,19,Woman,Java,IDR 5–10M,2,Minimarket,Personal care,770000,12,Never,4.0,4,4,4,4,4,3,4,4,3,4,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3
R0572,30,Woman,Java,< IDR 5M,5,E-commerce,Home care,900000,12,Never,2.0,3,3,3,4,4,4,5,5,5,4,4,4.0,3,3,3,4,3,3,5,4,4,3,3,3
R0573,39,Woman,Kalimantan,IDR 5–10M,4,E-commerce,Home care,810000,9,Sometimes,4.0,2,1,3,4,4,4,3,3,4,3,4,4.0,4,5,5,4,4,3,2,3,2,5,5,5
R0574,34,Man,Java,IDR 10–20M,4,Traditional market,Food & beverages,1020000,10,Never,3.0,3,3,4,5,5,4,5,5,4,3,4,3.0,3,3,3,4,3,4,3,4,4,5,5,5
R0575,39,Woman,Sumatra,< IDR 5M,1,E-commerce,Personal care,500000,8,Sometimes,5.0,4,4,4,3,3,3,3,3,3,3,4,3.0,3,3,4,3,4,4,2,3,2,2,2,2
R0576,34,Woman,Java,> IDR 20M,3,Traditional market,Personal care,1340000,8,Rarely,3.0,4,3,3,4,3,4,3,3,3,2,2,3.0,2,3,3,5,5,5,4,4,5,3,3,3
R0577,33,Woman,Java,> IDR 20M,3,Supermarket,Home care,1860000,6,Never,4.0,2,2,2,4,4,4,5,5,5,3,3,4.0,3,2,3,4,4,4,4,4,4,4,4,4
R0578,26,Woman,Java,< IDR 5M,4,Minimarket,Personal care,1030000,11,Never,2.0,3,4,3,4,4,4,3,4,3,2,3,3.0,4,4,3,5,4,5,4,4,5,3,3,3
R0579,24,Man,Java,IDR 5–10M,2,Supermarket,Personal care,1000000,10,Sometimes,,4,4,4,3,3,3,4,3,3,3,3,2.0,4,4,4,3,3,3,4,3,3,5,5,5
R0580,37,Man,Java,IDR 10–20M,3,Minimarket,Food & beverages,1220000,9,Rarely,4.0,2,3,2,4,3,3,4,4,4,3,3,4.0,2,2,2,5,5,5,5,4,5,4,4,3
R0581,47,Man,Java,< IDR 5M,4,E-commerce,Home care,1200000,10,Never,3.0,4,3,4,4,4,3,4,4,4,3,3,3.0,2,3,2,4,3,3,5,5,4,2,3,2
R0582,32,Woman,Java,IDR 5–10M,1,E-commerce,Home care,510000,6,Rarely,4.0,3,4,4,3,3,3,3,3,3,2,3,3.0,2,2,2,3,3,2,3,3,3,4,4,4
R0583,18,Man,Sulawesi,< IDR 5M,3,Supermarket,Food & beverages,490000,8,Never,4.0,4,5,5,3,3,3,2,2,3,3,2,3.0,4,4,3,3,3,4,3,2,2,3,3,3
R0584,24,Man,Java,> IDR 20M,4,E-commerce,Personal care,930000,4,Often,4.0,3,3,3,4,4,4,4,3,4,3,3,3.0,4,4,5,5,4,5,4,5,4,5,4,5
R0585,25,Woman,Java,IDR 10–20M,2,Supermarket,Home care,540000,8,Often,5.0,4,4,4,3,4,4,2,2,2,3,3,3.0,2,3,3,3,3,4,3,3,3,3,2,3
R0586,40,Woman,Java,< IDR 5M,5,E-commerce,Personal care,660000,10,Sometimes,5.0,5,4,4,4,4,3,3,3,3,2,2,2.0,3,4,3,3,4,3,3,4,3,3,4,4
R0587,44,Man,Java,IDR 5–10M,2,Minimarket,Home care,1040000,14,Sometimes,4.0,3,4,3,4,4,4,3,3,3,3,2,3.0,2,3,3,4,5,5,4,4,5,4,3,3
R0588,39,Man,Sumatra,IDR 10–20M,3,Minimarket,Food & beverages,950000,10,Sometimes,4.0,3,3,3,4,3,4,3,3,3,2,2,2.0,2,3,2,5,5,5,4,5,4,3,4,4
R0589,38,Man,Java,IDR 5–10M,4,Traditional market,Food & beverages,760000,9,Rarely,4.0,3,4,4,4,4,4,4,4,4,3,3,3.0,3,3,3,4,4,5,4,5,5,2,2,3
R0590,29,Woman,Sumatra,IDR 5–10M,4,Minimarket,Food & beverages,790000,7,Sometimes,5.0,4,5,4,3,3,4,3,4,4,2,3,2.0,3,3,4,4,2,4,4,4,3,4,4,3
R0591,24,Woman,Java,< IDR 5M,1,E-commerce,Personal care,740000,6,Often,3.0,4,3,4,4,4,3,3,3,3,3,3,3.0,5,5,5,4,4,5,3,3,3,4,4,5
R0592,35,Man,Sulawesi,IDR 5–10M,3,E-commerce,Personal care,720000,8,Sometimes,4.0,4,4,3,3,3,3,3,2,2,4,4,3.0,3,3,3,3,4,3,2,2,3,3,3,3
R0593,31,Man,Java,IDR 5–10M,4,Minimarket,Home care,910000,8,Sometimes,2.0,4,4,3,4,4,4,4,4,3,3,2,3.0,2,2,3,3,3,4,4,3,4,3,3,3
R0594,24,Woman,Sumatra,IDR 5–10M,7,Supermarket,Food & beverages,650000,6,Often,3.0,3,3,4,3,4,4,3,3,4,2,3,3.0,4,4,4,4,4,4,4,3,3,4,4,4
R0595,34,Woman,Java,IDR 5–10M,1,Traditional market,Personal care,1010000,6,Often,3.0,4,3,4,3,3,3,4,4,4,4,3,3.0,3,4,4,4,4,3,3,3,2,4,4,5
R0596,36,Woman,Sumatra,> IDR 20M,5,Supermarket,Food & beverages,2530000,9,Rarely,3.0,2,2,3,5,5,5,4,4,3,4,4,4.0,4,3,4,3,3,3,4,4,4,4,4,3
R0597,26,Woman,Kalimantan,< IDR 5M,2,Supermarket,Personal care,520000,8,Sometimes,4.0,5,5,5,3,3,3,3,3,4,3,3,3.0,3,3,3,4,3,3,3,3,3,3,3,3
R0598,30,Woman,Sumatra,IDR 5–10M,1,Supermarket,Food & beverages,940000,9,Never,2.0,3,4,3,4,4,3,3,3,3,3,3,3.0,2,2,2,4,4,4,5,4,4,4,4,4
R0599,29,Man,Sulawesi,IDR 10–20M,4,Supermarket,Food & beverages,720000,7,Often,3.0,4,4,4,3,3,3,4,3,2,2,3,2.0,3,3,4,4,4,4,2,3,2,2,3,3
R0600,36,Woman,Java,IDR 5–10M,3,Minimarket,Home care,760000,5,Sometimes,3.0,3,4,4,3,3,3,3,2,3,3,2,3.0,3,3,3,3,3,3,3,3,3,4,3,3
R0601,36,Woman,Java,> IDR 20M,1,Minimarket,Food & beverages,1030000,10,Often,4.0,3,4,3,4,4,4,4,4,3,3,4,4.0,3,4,3,3,3,3,3,3,2,3,2,4
R0602,27,Woman,Java,IDR 10–20M,1,Supermarket,Personal care,970000,11,Sometimes,3.0,4,3,3,3,3,3,4,4,3,3,3,4.0,4,4,3,4,4,4,3,3,3,5,5,5
R0603,21,Woman,Java,IDR 5–10M,2,Supermarket,Personal care,1140000,9,Sometimes,4.0,3,3,2,4,4,4,3,3,3,3,4,3.0,5,5,5,4,4,4,4,4,4,4,4,4
R0604,50,Woman,Java,> IDR 20M,3,Supermarket,Personal care,1480000,6,Rarely,2.0,3,3,3,3,2,3,3,3,3,2,2,2.0,2,2,3,4,4,3,4,4,4,2,3,3
R0605,29,Woman,Java,IDR 10–20M,3,Minimarket,Food & beverages,820000,6,Sometimes,4.0,4,5,4,3,4,4,3,2,3,2,2,3.0,2,3,2,3,3,4,4,4,4,2,2,3
R0606,27,Woman,Java,> IDR 20M,3,Supermarket,Personal care,1680000,11,Often,2.0,2,3,3,4,4,4,4,4,5,4,4,,3,3,3,4,4,4,4,4,4,4,4,4
R0607,32,Woman,Bali & Nusa Tenggara,IDR 10–20M,2,Traditional market,Food & beverages,720000,5,Never,5.0,4,4,4,3,3,3,3,3,4,2,3,4.0,4,3,3,4,4,5,3,3,2,2,3,3
R0608,26,Man,Java,< IDR 5M,2,Minimarket,Food & beverages,1330000,9,Rarely,3.0,3,4,4,5,4,5,5,5,5,4,4,4.0,3,3,3,3,4,3,3,5,4,3,2,4
R0609,28,Man,Kalimantan,> IDR 20M,4,E-commerce,Food & beverages,900000,4,Often,5.0,4,5,5,3,4,4,3,3,3,3,3,3.0,3,3,2,3,4,4,3,4,4,3,3,3
R0610,37,Woman,Sulawesi,< IDR 5M,2,Supermarket,Food & beverages,810000,7,Sometimes,4.0,3,3,3,4,3,4,3,3,3,4,4,5.0,5,4,4,3,4,4,4,3,3,5,5,5
R0611,29,Woman,Java,IDR 5–10M,2,Supermarket,Personal care,1120000,4,Sometimes,4.0,4,4,5,3,3,4,3,3,3,3,3,3.0,2,3,3,3,3,4,3,3,3,3,3,3
R0612,36,Woman,Sulawesi,> IDR 20M,1,E-commerce,Food & beverages,2950000,9,Sometimes,3.0,3,2,3,4,5,4,5,4,4,4,4,4.0,4,3,4,4,3,3,5,5,4,4,4,4
R0613,35,Woman,Java,IDR 5–10M,2,E-commerce,Food & beverages,450000,7,Sometimes,4.0,4,5,4,3,3,3,3,4,4,1,2,2.0,3,3,3,2,2,3,4,3,3,3,3,4
R0614,34,Woman,Java,IDR 10–20M,3,Minimarket,Food & beverages,570000,10,Often,5.0,4,5,4,4,2,3,4,3,4,2,3,3.0,2,3,3,3,4,3,2,3,3,3,3,4
R0615,38,Man,Sumatra,> IDR 20M,4,Supermarket,Food & beverages,1740000,10,Never,2.0,3,4,3,3,3,4,4,3,3,2,2,2.0,3,4,3,4,4,4,4,4,4,3,2,2
R0616,30,Man,Java,IDR 5–10M,7,Minimarket,Home care,780000,12,Sometimes,4.0,4,4,3,3,4,3,3,3,3,3,3,2.0,3,3,3,4,4,4,3,3,3,4,3,3
R0617,32,Woman,Java,IDR 10–20M,3,E-commerce,Personal care,890000,7,Sometimes,5.0,4,4,4,3,4,3,3,4,3,3,3,3.0,3,3,3,3,3,3,3,3,3,2,3,3
R0618,18,Man,Java,< IDR 5M,3,Traditional market,Personal care,570000,2,Sometimes,3.0,4,4,5,3,3,3,3,4,4,3,3,3.0,4,3,3,4,5,4,3,3,2,4,4,4
R0619,24,Man,Kalimantan,IDR 5–10M,4,Supermarket,Food & beverages,690000,7,Sometimes,5.0,4,4,3,3,3,3,2,2,2,2,2,3.0,4,4,4,4,4,3,3,3,3,2,3,2
R0620,34,Woman,Java,IDR 10–20M,2,Minimarket,Food & beverages,1910000,9,Never,4.0,3,3,3,4,5,4,4,5,4,2,3,3.0,3,3,4,4,3,3,3,3,3,4,4,3
R0621,51,Man,Sulawesi,IDR 10–20M,2,Supermarket,Food & beverages,1090000,10,Sometimes,3.0,4,4,3,4,4,4,3,3,4,3,3,3.0,4,2,3,4,4,4,4,4,4,2,3,3
R0622,28,Woman,Java,> IDR 20M,2,Supermarket,Personal care,1310000,9,Never,4.0,3,4,3,3,4,3,3,3,4,3,3,3.0,4,3,3,3,3,4,5,4,4,3,2,3
R0623,50,Woman,Sulawesi,IDR 10–20M,3,Minimarket,Personal care,1060000,10,Never,2.0,3,4,4,4,3,3,3,4,3,4,3,2.0,2,3,3,4,4,4,5,4,5,3,2,2
R0624,23,Woman,Sumatra,IDR 10–20M,2,E-commerce,Food & beverages,630000,6,Sometimes,5.0,3,3,4,3,3,3,3,3,3,3,2,2.0,4,4,4,4,4,3,3,4,4,3,3,3
R0625,35,Man,Sumatra,< IDR 5M,3,Supermarket,Home care,710000,11,Rarely,2.0,2,3,3,2,3,3,4,4,4,2,3,3.0,2,3,4,4,5,4,4,5,5,4,3,4
R0626,27,Man,Sumatra,,6,E-commerce,Personal care,830000,10,Sometimes,5.0,3,4,3,4,4,3,4,3,2,2,3,3.0,4,4,4,4,4,5,3,3,3,5,5,4
R0627,23,Man,Sumatra,IDR 5–10M,3,Minimarket,Personal care,690000,10,Never,4.0,4,2,3,3,3,4,3,3,2,3,3,3.0,4,3,3,4,4,3,3,3,3,3,3,4
R0628,49,Man,Sumatra,IDR 10–20M,4,Supermarket,Home care,1350000,8,Never,3.0,3,3,2,4,4,4,3,3,3,2,4,3.0,3,3,2,4,4,4,4,4,4,3,4,3
R0629,36,Woman,Java,> IDR 20M,2,Supermarket,Food & beverages,1640000,8,Rarely,3.0,2,3,3,5,5,4,4,4,3,3,3,3.0,4,3,4,3,4,3,4,3,4,4,4,4
R0630,19,Man,Sumatra,IDR 10–20M,2,Minimarket,Personal care,850000,9,Rarely,5.0,3,4,3,4,4,4,3,3,4,3,4,4.0,5,5,4,4,4,3,4,4,3,4,3,3
R0631,28,Woman,Java,IDR 5–10M,4,Supermarket,Food & beverages,880000,9,Sometimes,3.0,3,4,3,3,4,4,3,3,2,4,4,4.0,3,5,3,4,4,4,3,3,3,4,4,4
R0632,25,Woman,Java,> IDR 20M,4,E-commerce,Personal care,1150000,9,Often,3.0,5,4,4,4,4,5,4,5,4,3,4,4.0,4,4,4,5,4,5,3,3,3,4,5,4
R0633,42,Woman,Kalimantan,,2,E-commerce,Home care,1430000,8,Rarely,4.0,3,3,3,4,5,5,3,5,3,4,4,5.0,2,2,2,4,5,5,4,4,5,2,3,3
R0634,30,Woman,Sulawesi,IDR 5–10M,2,Minimarket,Personal care,650000,9,Sometimes,5.0,5,5,5,3,2,3,3,3,2,4,4,4.0,3,3,3,2,3,3,3,3,3,2,2,3
R0635,34,Man,Kalimantan,IDR 10–20M,4,E-commerce,Food & beverages,660000,3,Often,3.0,5,5,5,3,3,3,4,3,3,2,2,3.0,3,4,3,4,4,4,3,3,3,3,3,3
R0636,36,Man,Sumatra,IDR 5–10M,4,Supermarket,Home care,680000,5,Sometimes,4.0,5,5,5,3,3,3,3,3,2,2,2,2.0,4,3,4,3,4,3,2,3,3,3,3,3
R0637,27,Woman,Sumatra,IDR 5–10M,2,E-commerce,Personal care,1090000,11,Rarely,3.0,2,2,2,4,4,3,3,4,4,4,3,4.0,4,3,3,4,3,3,4,4,4,4,3,3
R0638,32,Woman,Sumatra,IDR 5–10M,4,Supermarket,Personal care,850000,9,Often,3.0,2,2,2,5,4,5,4,4,3,2,3,2.0,4,4,4,4,4,4,3,4,3,4,4,4
R0639,31,Woman,Java,> IDR 20M,4,E-commerce,Home care,2340000,7,Never,4.0,3,3,3,4,4,5,4,5,4,3,4,3.0,2,3,3,3,4,4,5,5,5,4,3,3
R0640,25,Woman,Java,> IDR 20M,2,E-commerce,Food & beverages,1690000,9,Sometimes,2.0,2,2,1,4,3,4,4,3,4,5,5,5.0,2,2,3,4,4,4,5,4,4,3,3,4
R0641,37,Man,Sulawesi,IDR 10–20M,2,Supermarket,Home care,1200000,5,Rarely,3.0,4,3,4,5,5,5,4,4,4,3,4,3.0,3,4,3,3,3,3,4,3,3,4,4,4
R0642,29,Woman,Bali & Nusa Tenggara,IDR 10–20M,1,E-commerce,Personal care,990000,12,Sometimes,4.0,2,3,4,3,4,3,3,3,3,3,3,3.0,4,5,4,3,4,4,3,2,3,4,4,4
R0643,26,Woman,Java,IDR 5–10M,5,Minimarket,Personal care,1370000,10,Sometimes,4.0,4,4,4,4,4,3,3,3,2,3,2,3.0,2,2,2,4,3,4,4,4,4,3,3,3
R0644,48,Woman,Kalimantan,,1,Supermarket,Home care,900000,10,Rarely,4.0,2,3,3,4,4,4,3,4,3,2,3,2.0,3,3,3,4,4,4,4,4,4,3,3,3
R0645,19,Woman,Java,IDR 5–10M,5,E-commerce,Food & beverages,600000,6,Rarely,4.0,3,4,3,4,4,4,3,2,3,3,3,3.0,4,3,3,3,3,3,3,3,3,3,3,3
R0646,38,Man,Java,IDR 10–20M,3,E-commerce,Personal care,620000,10,Sometimes,4.0,5,5,5,2,2,2,4,3,4,1,1,2.0,4,4,4,3,3,2,4,4,4,3,3,3
R0647,30,Woman,Java,IDR 5–10M,2,E-commerce,Personal care,650000,3,Rarely,4.0,5,5,4,3,3,3,2,2,3,3,2,2.0,3,4,3,4,4,4,3,3,4,4,4,3
R0648,18,Woman,Bali & Nusa Tenggara,IDR 10–20M,6,Minimarket,Personal care,950000,9,Often,4.0,3,4,3,4,3,4,3,3,3,4,4,3.0,5,5,5,4,4,3,3,4,4,3,3,4
R0649,25,Man,Java,IDR 5–10M,2,E-commerce,Food & beverages,1250000,9,Sometimes,4.0,3,3,4,3,3,3,3,2,2,4,3,4.0,4,4,4,4,4,4,3,4,3,5,4,4
R0650,41,Man,Sulawesi,IDR 10–20M,3,Minimarket,Food & beverages,1160000,13,Rarely,3.0,3,2,3,4,4,3,3,3,3,3,4,4.0,3,4,3,4,4,5,4,4,4,3,3,4
R0651,30,Woman,Sumatra,> IDR 20M,7,Minimarket,Home care,1710000,8,Rarely,4.0,3,3,2,4,3,5,4,3,3,3,4,4.0,3,3,3,5,5,5,4,4,3,3,3,3
R0652,24,Woman,Bali & Nusa Tenggara,< IDR 5M,2,Traditional market,Personal care,690000,9,Sometimes,4.0,4,4,3,3,4,4,4,4,4,3,3,4.0,4,4,5,3,3,4,3,3,4,4,3,4
R0653,44,Man,Java,> IDR 20M,2,E-commerce,Home care,1520000,7,Sometimes,3.0,2,2,2,4,4,4,5,4,4,3,3,4.0,4,4,3,4,4,5,4,4,4,4,4,4
R0654,27,Woman,Java,IDR 5–10M,2,Supermarket,Home care,890000,6,Rarely,4.0,4,4,3,2,3,2,4,3,3,3,3,3.0,4,3,2,2,3,2,3,3,3,2,2,2
R0655,32,Woman,Sumatra,< IDR 5M,7,Minimarket,Food & beverages,860000,6,Often,4.0,5,4,4,3,3,3,2,2,3,4,3,3.0,4,4,3,4,4,3,2,2,2,3,3,2
R0656,30,Man,Bali & Nusa Tenggara,IDR 5–10M,4,E-commerce,Home care,850000,11,Sometimes,4.0,4,3,3,2,3,3,4,4,3,3,3,4.0,3,3,3,3,4,4,3,3,2,2,2,2
R0657,33,Man,Java,< IDR 5M,1,Minimarket,Food & beverages,630000,9,Sometimes,3.0,4,4,4,4,3,4,4,4,4,2,3,2.0,4,4,4,4,4,4,3,4,4,4,4,3
R0658,47,Woman,Java,> IDR 20M,2,Supermarket,Personal care,1450000,5,Rarely,2.0,3,3,3,5,5,5,3,4,4,4,4,4.0,3,3,3,3,4,4,4,3,4,5,5,5
R0659,33,Man,Java,IDR 5–10M,5,Traditional market,Food & beverages,760000,8,Sometimes,4.0,5,5,4,3,2,2,4,3,3,3,3,3.0,3,3,4,3,4,4,3,2,2,3,4,3
R0660,40,Woman,Java,> IDR 20M,4,Minimarket,Food & beverages,2250000,12,Never,3.0,4,3,4,4,4,4,4,4,3,4,4,5.0,4,3,3,2,3,3,5,5,5,4,4,4
R0661,29,Woman,Java,< IDR 5M,4,E-commerce,Food & beverages,930000,10,Rarely,3.0,3,3,3,5,4,4,4,4,4,3,3,2.0,2,2,2,4,5,5,3,4,4,3,3,3
R0662,30,Woman,Java,IDR 5–10M,4,E-commerce,Food & beverages,1080000,10,Sometimes,2.0,3,2,3,5,4,5,4,4,4,3,3,3.0,4,4,5,3,4,4,3,3,3,4,4,5
R0663,35,Woman,Java,IDR 10–20M,3,Minimarket,Home care,1530000,9,Rarely,3.0,3,3,3,4,4,4,3,3,3,2,3,3.0,4,4,4,5,4,5,3,3,4,5,5,4
R0664,46,Man,Java,> IDR 20M,4,Supermarket,Food & beverages,1420000,11,Sometimes,2.0,4,3,3,3,3,3,4,4,4,4,3,4.0,2,2,3,3,4,4,4,5,4,4,3,4
R0665,18,Woman,Java,IDR 10–20M,5,E-commerce,Personal care,1260000,12,Sometimes,3.0,3,3,3,3,3,4,3,4,3,3,3,3.0,5,5,5,3,3,3,3,2,3,5,5,4
R0666,36,Woman,Kalimantan,IDR 10–20M,1,Supermarket,Personal care,1450000,6,Rarely,3.0,3,3,2,4,4,5,4,4,4,3,3,3.0,3,4,3,4,3,3,4,4,4,3,3,3
R0667,30,Woman,Sumatra,> IDR 20M,2,Traditional market,Personal care,2000000,7,Sometimes,3.0,3,2,2,5,5,4,4,4,4,3,4,4.0,3,3,4,3,5,4,3,4,4,4,3,3
R0668,30,Woman,Sulawesi,> IDR 20M,2,Supermarket,Personal care,2320000,11,Rarely,3.0,3,2,3,4,4,3,5,4,4,5,5,4.0,3,4,3,4,4,3,3,4,4,5,4,4
R0669,33,Man,Java,> IDR 20M,1,Supermarket,Personal care,1670000,7,Never,3.0,3,3,4,4,4,4,3,3,3,2,3,3.0,2,2,2,4,5,4,5,5,5,3,2,3
R0670,21,Man,Sulawesi,IDR 10–20M,1,Supermarket,Food & beverages,1120000,11,Often,3.0,3,3,3,4,4,4,3,3,3,4,4,4.0,5,4,5,4,3,3,3,3,4,4,4,4
R0671,29,Man,Kalimantan,IDR 10–20M,2,Minimarket,Personal care,2000000,12,Rarely,4.0,2,3,2,5,4,4,4,4,4,4,4,3.0,4,3,4,3,3,3,4,4,3,3,3,3
R0672,51,Woman,Kalimantan,IDR 5–10M,2,Supermarket,Home care,1590000,12,Sometimes,2.0,3,3,3,3,3,3,3,3,4,3,3,3.0,2,3,3,4,3,3,4,4,4,3,4,4
R0673,21,Man,Sulawesi,IDR 5–10M,4,Traditional market,Personal care,720000,5,Sometimes,4.0,5,4,3,3,3,3,4,4,4,4,4,4.0,3,3,3,3,4,3,2,2,3,3,3,3
R0674,30,Man,Java,> IDR 20M,2,Minimarket,Food & beverages,2080000,13,Sometimes,2.0,3,3,3,5,4,5,5,5,5,3,4,3.0,4,3,3,4,3,3,4,4,4,4,4,4
R0675,44,Man,Java,> IDR 20M,3,Minimarket,Food & beverages,1710000,11,Rarely,4.0,3,3,3,4,4,4,4,3,4,3,2,3.0,3,3,3,4,4,4,4,4,3,3,3,3
